test,station,p_MPa,G_kg_m2s,U_V,I_A,qw_kW_m2,Tin_C,dp_bar,Two_C,Twi_C,hb_kJ_kg,Tb_C,alpha_W_m2K,unc_qw_W_m2,unc_Two_C,unc_hb_J_kg,unc_alpha_W_m2K,rho_b,mu_b_uPa_s,lam_b_mWmK,cp_b,Pr_b,rho_w,mu_w_uPa_s,lam_w_mWmK,Re_b,Nu_meas,ratio_rho_w_b,ratio_mu_w_b,ratio_lam_w_b,T_pc_C,dT_b_to_pc_K,abs_dT_pc_K,near_pc,hb_coolprop_kJkg,hb_residual_kJkg
T27,7,30,921.5,9.8,9.6,21.3,20.1,0.34,59.32,59.10,284.07,47.07,1769.98,30.12,0.50,19.47,51.55,882.128,88.5565,102.5020,1976.23,1.70736,833.424,78.5944,94.3445,9157.09,15.1956,0.94479,0.88751,0.92042,86.83,-39.760,39.760,False,284.067,0.003
T27,8,30,921.5,9.8,9.6,21.3,20.1,0.34,63.17,62.95,292.02,51.08,1794.71,30.12,0.50,19.47,53.00,866.089,85.0700,99.6999,1987.74,1.69606,817.493,75.7045,91.8949,9532.39,15.8410,0.94389,0.88991,0.92172,86.83,-35.750,35.750,False,292.015,0.005
T27,9,30,921.5,9.8,9.6,21.3,20.1,0.34,67.01,66.79,299.97,55.07,1817.24,30.12,0.50,19.47,54.34,849.931,81.7686,96.9934,1999.05,1.68527,801.464,72.9541,89.5318,9917.26,16.4874,0.94297,0.89220,0.92307,86.83,-31.760,31.760,False,299.969,0.001
T27,10,30,921.5,9.8,9.6,21.3,20.1,0.34,71.13,70.91,307.91,59.03,1793.01,30.12,0.50,19.47,52.90,833.712,78.6482,94.3897,2010.15,1.67491,784.136,70.1436,87.0862,10310.72,16.7163,0.94054,0.89186,0.92262,86.83,-27.800,27.800,False,307.907,0.003
T27,11,30,921.5,9.8,9.6,21.3,20.1,0.34,76.30,76.08,315.86,62.98,1625.57,30.12,0.50,19.47,43.49,817.368,75.6825,91.8761,2020.99,1.66478,762.252,66.8142,84.1505,10714.76,15.5699,0.93257,0.88282,0.91591,86.83,-23.850,23.850,False,315.869,-0.009
T27,12,30,921.5,9.8,9.6,21.3,20.1,0.34,80.87,80.65,323.81,66.90,1549.16,30.12,0.50,19.47,39.51,801.003,72.8772,89.4653,2031.30,1.65467,742.843,64.0486,81.6801,11127.20,15.2379,0.92739,0.87886,0.91298,86.83,-19.930,19.930,False,323.811,-0.001
T27,13,30,921.5,9.8,9.6,21.3,20.1,0.34,85.92,85.70,331.76,70.81,1429.39,30.12,0.50,19.47,33.64,784.558,70.2101,87.1445,2040.81,1.64423,721.416,61.1821,79.0877,11549.90,14.4342,0.91952,0.87141,0.90755,86.83,-16.020,16.020,False,331.773,-0.013
T27,14,30,921.5,9.8,9.6,21.3,20.1,0.34,89.51,89.29,339.71,74.69,1459.28,30.12,0.50,19.47,35.06,768.147,67.6881,84.9251,2049.04,1.63315,706.257,59.2637,77.3332,11980.24,15.1212,0.91943,0.87554,0.91060,86.83,-12.140,12.140,False,339.707,0.003
T27,15,30,921.5,9.8,9.6,21.3,20.1,0.34,93.63,93.40,347.66,78.57,1435.10,30.12,0.50,19.47,33.91,751.680,65.2870,82.7899,2055.59,1.62101,689.042,57.1882,75.4152,12420.86,15.2541,0.91667,0.87595,0.91092,86.83,-8.260,8.260,False,347.671,-0.011
T27,16,30,921.5,9.8,9.6,21.3,20.1,0.34,99.38,99.16,355.61,82.43,1272.89,30.12,0.50,19.47,26.69,735.283,63.0157,80.7498,2059.95,1.60755,665.286,54.4935,72.8896,12868.55,13.8718,0.90480,0.86476,0.90266,86.83,-4.400,4.400,True,355.615,-0.005
T27,17,30,921.5,9.8,9.6,21.3,20.1,0.34,103.72,103.50,363.56,86.29,1237.23,30.12,0.50,19.47,25.22,718.919,60.8600,78.7943,2061.74,1.59247,647.766,52.6246,71.1107,13324.35,13.8178,0.90103,0.86468,0.90249,86.83,-0.540,0.540,True,363.570,-0.010
T27,18,30,921.5,9.8,9.6,21.3,20.1,0.34,106.55,106.33,371.51,90.14,1315.90,30.12,0.50,19.47,28.52,702.683,58.8240,76.9286,2060.68,1.57571,636.552,51.4789,70.0069,13785.54,15.0528,0.90589,0.87513,0.91003,86.83,3.310,3.310,True,371.507,0.003
T27,19,30,921.5,9.8,9.6,21.3,20.1,0.34,111.19,110.97,379.46,94.00,1255.01,30.12,0.50,19.47,25.95,686.544,56.8959,75.1433,2056.61,1.55719,618.573,49.7211,68.2910,14252.69,14.6974,0.90099,0.87390,0.90881,86.83,7.170,7.170,False,379.454,0.006
T27,20,30,921.5,9.8,9.6,21.3,20.1,0.34,114.31,114.09,387.41,97.87,1312.99,30.12,0.50,19.47,28.40,670.561,55.0755,73.4389,2049.52,1.53704,606.793,48.6208,67.2009,14723.79,15.7332,0.90490,0.88280,0.91506,86.83,11.040,11.040,False,387.401,0.009
T28,1,30,1176.4,7.7,7.4,12.9,34.6,0.52,38.34,38.17,263.48,36.57,8057.35,18.18,0.50,9.31,1767.84,923.110,98.5696,110.2134,1945.64,1.74008,916.962,96.9551,109.0044,10502.54,64.3340,0.99334,0.98362,0.98903,86.83,-50.260,50.260,False,263.477,0.003
T28,2,30,1176.4,7.7,7.4,12.9,34.6,0.52,40.77,40.57,267.28,38.52,6286.09,18.18,0.50,9.31,1076.04,915.613,96.6064,108.7415,1951.30,1.73355,907.675,94.5954,107.2134,10715.98,50.8707,0.99133,0.97918,0.98595,86.83,-48.310,48.310,False,267.277,0.003
T28,3,30,1176.4,7.7,7.4,12.9,34.6,0.52,43.52,43.37,271.08,40.47,4432.31,18.18,0.50,9.31,534.98,908.063,94.6923,107.2874,1957.00,1.72726,896.740,91.9329,105.1586,10932.59,36.3550,0.98753,0.97086,0.98016,86.83,-46.360,46.360,False,271.087,-0.007
T28,4,30,1176.4,7.7,7.4,12.9,34.6,0.52,46.35,46.17,274.88,42.41,3417.79,18.18,0.50,9.31,318.12,900.501,92.8350,105.8589,1962.68,1.72121,885.699,89.3634,103.1420,11151.31,28.4119,0.98356,0.96260,0.97434,86.83,-44.420,44.420,False,274.890,-0.010
T28,5,30,1176.4,7.7,7.4,12.9,34.6,0.52,48.69,48.47,278.68,44.34,3114.37,18.18,0.50,9.31,264.15,892.927,91.0324,104.4557,1968.31,1.71537,876.552,87.3194,101.5145,11372.13,26.2374,0.98166,0.95921,0.97184,86.83,-42.490,42.490,False,278.683,-0.003
T28,6,30,1176.4,7.7,7.4,12.9,34.6,0.52,50.55,50.37,282.48,46.27,3135.64,18.18,0.50,9.31,267.77,885.302,89.2733,103.0707,1973.91,1.70968,868.944,85.6747,100.1901,11596.21,26.7716,0.98152,0.95969,0.97205,86.83,-40.560,40.560,False,282.487,-0.007
T28,7,30,1176.4,7.7,7.4,12.9,34.6,0.52,52.92,52.77,286.28,48.19,2808.61,18.18,0.50,9.31,214.84,877.669,87.5651,101.7112,1979.46,1.70415,859.269,83.6518,98.5435,11822.42,24.2999,0.97904,0.95531,0.96886,86.83,-38.640,38.640,False,286.282,-0.002
T28,8,30,1176.4,7.7,7.4,12.9,34.6,0.52,54.44,54.27,290.08,50.11,3090.33,18.18,0.50,9.31,260.09,869.987,85.8975,100.3702,1984.97,1.69875,853.186,82.4176,97.5294,12051.95,27.0946,0.98069,0.95949,0.97170,86.83,-36.720,36.720,False,290.088,-0.008
T28,9,30,1176.4,7.7,7.4,12.9,34.6,0.52,56.02,55.87,293.88,52.02,3340.95,18.18,0.50,9.31,303.98,862.300,84.2775,99.0548,1990.42,1.69348,846.669,81.1259,96.4607,12283.61,29.6809,0.98187,0.96261,0.97381,86.83,-34.810,34.810,False,293.885,-0.005
T28,10,30,1176.4,7.7,7.4,12.9,34.6,0.52,57.98,57.77,297.68,53.93,3346.87,18.18,0.50,9.31,305.06,854.567,82.6953,97.7582,1995.83,1.68831,838.892,79.6247,95.2092,12518.63,30.1279,0.98166,0.96287,0.97392,86.83,-32.900,32.900,False,297.692,-0.012
T28,11,30,1176.4,7.7,7.4,12.9,34.6,0.52,60.54,60.37,301.48,55.83,2831.94,18.18,0.50,9.31,218.42,846.832,81.1579,96.4873,2001.20,1.68326,828.186,77.6261,93.5276,12755.77,25.8284,0.97798,0.95648,0.96933,86.83,-31.000,31.000,False,301.489,-0.009
T28,12,30,1176.4,7.7,7.4,12.9,34.6,0.52,62.86,62.67,305.29,57.72,2600.73,18.18,0.50,9.31,184.22,839.097,79.6638,95.2418,2006.50,1.67831,818.657,75.9101,92.0704,12995.02,24.0298,0.97564,0.95288,0.96670,86.83,-29.110,29.110,False,305.276,0.014
T28,13,30,1176.4,7.7,7.4,12.9,34.6,0.52,64.83,64.67,309.09,59.62,2544.91,18.18,0.50,9.31,176.40,831.281,78.1961,94.0090,2011.79,1.67339,810.329,74.4566,90.8265,13238.92,23.8224,0.97480,0.95218,0.96615,86.83,-27.210,27.210,False,309.093,-0.003
T28,14,30,1176.4,7.7,7.4,12.9,34.6,0.52,67.68,67.47,312.89,61.50,2155.19,18.18,0.50,9.31,126.52,823.510,76.7770,92.8081,2016.96,1.66857,798.612,72.4804,89.1217,13483.62,20.4354,0.96977,0.94404,0.96028,86.83,-25.330,25.330,False,312.881,0.009
T28,15,30,1176.4,7.7,7.4,12.9,34.6,0.52,69.10,68.97,316.69,63.38,2302.60,18.18,0.50,9.31,144.41,815.705,75.3901,91.6263,2022.06,1.66375,792.310,71.4493,88.2261,13731.67,22.1147,0.97132,0.94773,0.96289,86.83,-23.450,23.450,False,316.677,0.013
T28,16,30,1176.4,7.7,7.4,12.9,34.6,0.52,70.83,70.67,320.49,65.26,2378.09,18.18,0.50,9.31,154.03,807.866,74.0346,90.4637,2027.06,1.65893,785.148,70.3034,87.2261,13983.09,23.1333,0.97188,0.94960,0.96421,86.83,-21.570,21.570,False,320.483,0.007
T28,17,30,1176.4,7.7,7.4,12.9,34.6,0.52,72.54,72.37,324.29,67.13,2456.54,18.18,0.50,9.31,164.36,800.039,72.7168,89.3264,2031.89,1.65407,777.969,69.1814,86.2421,14236.49,24.2006,0.97241,0.95138,0.96547,86.83,-19.700,19.700,False,324.279,0.011
T28,18,30,1176.4,7.7,7.4,12.9,34.6,0.52,74.20,74.07,328.09,69.00,2538.13,18.18,0.50,9.31,175.46,792.184,71.4288,88.2083,2036.53,1.64913,770.774,68.0829,85.2742,14493.20,25.3214,0.97297,0.95316,0.96674,86.83,-17.830,17.830,False,328.083,0.007
T28,19,30,1176.4,7.7,7.4,12.9,34.6,0.52,76.53,76.37,331.89,70.87,2336.97,18.18,0.50,9.31,148.75,784.305,70.1702,87.1095,2040.95,1.64406,761.022,66.6338,83.9902,14753.16,23.6086,0.97031,0.94960,0.96419,86.83,-15.960,15.960,False,331.895,-0.005
T28,20,30,1176.4,7.7,7.4,12.9,34.6,0.52,79.07,78.87,335.69,72.73,2093.45,18.18,0.50,9.31,119.38,776.446,68.9468,86.0358,2045.06,1.63886,750.406,65.1063,82.6283,15014.93,21.4124,0.96646,0.94430,0.96040,86.83,-14.100,14.100,False,335.695,-0.005
