test,station,p_MPa,G_kg_m2s,U_V,I_A,qw_kW_m2,Tin_C,dp_bar,Two_C,Twi_C,hb_kJ_kg,Tb_C,alpha_W_m2K,unc_qw_W_m2,unc_Two_C,unc_hb_J_kg,unc_alpha_W_m2K,rho_b,mu_b_uPa_s,lam_b_mWmK,cp_b,Pr_b,rho_w,mu_w_uPa_s,lam_w_mWmK,Re_b,Nu_meas,ratio_rho_w_b,ratio_mu_w_b,ratio_lam_w_b,T_pc_C,dT_b_to_pc_K,abs_dT_pc_K,near_pc,hb_coolprop_kJkg,hb_residual_kJkg
T14,5,20,821.6,6.9,6.9,10.8,20.1,0.27,36.86,36.75,254.92,29.96,1586.44,15.22,0.50,12.48,81.88,890.691,90.3912,103.2175,2153.56,1.88594,856.788,82.8209,97.2719,7998.66,13.5255,0.96194,0.91625,0.94240,75.85,-45.890,45.890,False,254.914,0.006
T14,6,20,821.6,6.9,6.9,10.8,20.1,0.27,39.35,39.24,260.01,32.31,1553.61,15.22,0.50,12.48,78.52,879.186,87.7095,101.1412,2175.26,1.88638,843.827,80.1745,95.1335,8243.21,13.5175,0.95978,0.91409,0.94060,75.85,-43.540,43.540,False,260.000,0.010
T14,7,20,821.6,6.9,6.9,10.8,20.1,0.27,41.99,41.88,265.10,34.64,1486.85,15.22,0.50,12.48,71.92,867.543,85.1161,99.1019,2197.92,1.88774,829.760,77.4391,92.8926,8494.38,13.2029,0.95645,0.90981,0.93734,75.85,-41.210,41.210,False,265.094,0.006
T14,8,20,821.6,6.9,6.9,10.8,20.1,0.27,44.28,44.17,270.20,36.95,1489.86,15.22,0.50,12.48,72.21,855.757,82.6059,97.0992,2221.42,1.88984,817.277,75.1226,90.9718,8752.50,13.5024,0.95503,0.90941,0.93689,75.85,-38.900,38.900,False,270.198,0.002
T14,9,20,821.6,6.9,6.9,10.8,20.1,0.27,46.32,46.20,275.29,39.23,1543.27,15.22,0.50,12.48,77.48,843.880,80.1850,95.1421,2245.52,1.89251,805.990,73.1115,89.2880,9016.75,14.2742,0.95510,0.91179,0.93847,75.85,-36.620,36.620,False,275.291,-0.001
T14,10,20,821.6,6.9,6.9,10.8,20.1,0.27,48.86,48.74,280.38,41.49,1482.86,15.22,0.50,12.48,71.54,831.859,77.8387,93.2218,2270.27,1.89564,791.569,70.6499,87.2080,9288.54,13.9980,0.95157,0.90764,0.93549,75.85,-34.360,34.360,False,280.393,-0.013
T14,11,20,821.6,6.9,6.9,10.8,20.1,0.27,51.82,51.71,285.48,43.72,1346.59,15.22,0.50,12.48,59.00,819.751,75.5738,91.3475,2295.52,1.89914,774.284,67.8470,84.8160,9566.92,12.9724,0.94454,0.89776,0.92850,75.85,-32.130,32.130,False,285.484,-0.004
T14,12,20,821.6,6.9,6.9,10.8,20.1,0.27,54.44,54.33,290.57,45.92,1280.79,15.22,0.50,12.48,53.38,807.559,73.3866,89.5192,2321.29,1.90296,758.658,65.4411,82.7442,9852.05,12.5905,0.93945,0.89173,0.92432,75.85,-29.930,29.930,False,290.562,0.008
T14,13,20,821.6,6.9,6.9,10.8,20.1,0.27,56.13,56.02,295.66,48.10,1360.55,15.22,0.50,12.48,60.23,795.234,71.2645,87.7292,2347.70,1.90709,748.395,63.9226,81.4280,10145.42,13.6475,0.94110,0.89698,0.92817,75.85,-27.750,27.750,False,295.651,0.009
T14,14,20,821.6,6.9,6.9,10.8,20.1,0.27,58.79,58.68,300.76,50.26,1278.72,15.22,0.50,12.48,53.20,782.780,69.2053,85.9782,2374.74,1.91147,731.959,61.5862,79.3902,10447.29,13.0879,0.93508,0.88991,0.92338,75.85,-25.590,25.590,False,300.751,0.009
T14,15,20,821.6,6.9,6.9,10.8,20.1,0.27,60.52,60.41,305.85,52.39,1343.26,15.22,0.50,12.48,58.71,770.263,67.2166,84.2747,2402.18,1.91595,721.096,60.1031,78.0881,10756.39,14.0264,0.93617,0.89417,0.92659,75.85,-23.460,23.460,False,305.839,0.011
T14,16,20,821.6,6.9,6.9,10.8,20.1,0.27,62.81,62.70,310.94,54.50,1313.29,15.22,0.50,12.48,56.12,757.632,65.2872,82.6111,2429.92,1.92035,706.527,58.1860,76.3945,11074.27,13.9896,0.93255,0.89123,0.92475,75.85,-21.350,21.350,False,310.937,0.003
T14,17,20,821.6,6.9,6.9,10.8,20.1,0.27,64.84,64.73,316.04,56.59,1322.19,15.22,0.50,12.48,56.88,744.901,63.4163,80.9878,2457.58,1.92437,693.456,56.5327,74.9231,11400.98,14.3667,0.93094,0.89145,0.92512,75.85,-19.260,19.260,False,316.044,-0.004
T14,18,20,821.6,6.9,6.9,10.8,20.1,0.27,67.10,66.98,321.13,58.65,1291.11,15.22,0.50,12.48,54.24,732.146,61.6122,79.4129,2484.58,1.92765,678.832,54.7539,73.3272,11734.82,14.3072,0.92718,0.88869,0.92337,75.85,-17.200,17.200,False,321.134,-0.004
T14,19,20,821.6,6.9,6.9,10.8,20.1,0.27,69.56,69.44,326.22,60.69,1229.15,15.22,0.50,12.48,49.16,719.326,59.8658,77.8792,2510.49,1.92982,662.728,52.8776,71.6268,12077.14,13.8888,0.92132,0.88327,0.91972,75.85,-15.160,15.160,False,326.230,-0.010
T14,20,20,821.6,6.9,6.9,10.8,20.1,0.27,72.21,72.10,331.32,62.71,1145.65,15.22,0.50,12.48,42.71,706.463,58.1778,76.3872,2534.76,1.93052,645.253,50.9345,69.8432,12427.57,13.1982,0.91336,0.87550,0.91433,75.85,-13.140,13.140,False,331.326,-0.006
T15,1,20,821.6,6.9,6.9,10.8,29.8,0.29,34.63,34.52,260.18,32.39,5056.21,15.22,0.50,10.90,831.39,878.790,87.6194,101.0709,2176.02,1.88641,868.148,85.2481,99.2064,8251.69,44.0232,0.98789,0.97294,0.98155,75.85,-43.460,43.460,False,260.174,0.006
T15,2,20,821.6,6.9,6.9,10.8,29.8,0.29,37.60,37.49,264.63,34.43,3517.49,15.22,0.50,10.90,402.38,868.602,85.3472,99.2849,2195.83,1.88758,852.967,82.0275,96.6339,8471.37,31.1769,0.98200,0.96110,0.97330,75.85,-41.420,41.420,False,264.633,-0.003
T15,3,20,821.6,6.9,6.9,10.8,29.8,0.29,40.52,40.41,269.07,36.44,2713.44,15.22,0.50,10.90,239.46,858.381,83.1550,97.5397,2216.15,1.88932,837.635,78.9535,94.1369,8694.70,24.4806,0.97583,0.94947,0.96511,75.85,-39.410,39.410,False,269.067,0.003
T15,4,20,821.6,6.9,6.9,10.8,29.8,0.29,43.69,43.58,273.52,38.44,2094.01,15.22,0.50,10.90,142.62,848.023,81.0176,95.8180,2237.07,1.89153,820.518,75.7145,91.4645,8924.09,19.2316,0.96757,0.93454,0.95457,75.85,-37.410,37.410,False,273.520,0.000
T15,5,20,821.6,6.9,6.9,10.8,29.8,0.29,45.57,45.46,277.97,40.42,2136.32,15.22,0.50,10.90,148.44,837.582,78.9431,94.1285,2258.45,1.89410,810.129,73.8401,89.8997,9158.60,19.9723,0.96722,0.93536,0.95507,75.85,-35.430,35.430,False,277.970,-0.000
T15,6,20,821.6,6.9,6.9,10.8,29.8,0.29,47.83,47.72,282.42,42.38,2016.76,15.22,0.50,10.90,132.30,827.056,76.9289,92.4713,2280.25,1.89699,797.400,71.6312,88.0396,9398.39,19.1924,0.96414,0.93114,0.95208,75.85,-33.470,33.470,False,282.418,0.002
T15,7,20,821.6,6.9,6.9,10.8,29.8,0.29,50.19,50.08,286.87,44.32,1868.89,15.22,0.50,10.90,113.61,816.450,74.9726,90.8467,2302.46,1.90014,783.827,69.3753,86.1233,9643.62,18.1033,0.96004,0.92534,0.94801,75.85,-31.530,31.530,False,286.863,0.007
T15,8,20,821.6,6.9,6.9,10.8,29.8,0.29,52.50,52.39,291.31,46.24,1751.17,15.22,0.50,10.90,99.75,805.765,73.0723,89.2551,2325.11,1.90354,770.263,67.2166,84.2747,9894.42,17.2655,0.95594,0.91986,0.94420,75.85,-29.610,29.610,False,291.306,0.004
T15,9,20,821.6,6.9,6.9,10.8,29.8,0.29,54.39,54.28,295.76,48.15,1756.29,15.22,0.50,10.90,100.34,794.949,71.2163,87.6884,2348.31,1.90719,758.960,65.4865,82.7834,10152.28,17.6253,0.95473,0.91954,0.94406,75.85,-27.700,27.700,False,295.769,-0.009
T15,10,20,821.6,6.9,6.9,10.8,29.8,0.29,56.48,56.37,300.21,50.03,1698.20,15.22,0.50,10.90,93.81,784.118,69.4226,86.1636,2371.82,1.91099,746.251,63.6114,81.1575,10414.60,17.3439,0.95171,0.91629,0.94190,75.85,-25.820,25.820,False,300.206,0.004
T15,11,20,821.6,6.9,6.9,10.8,29.8,0.29,59.34,59.23,304.66,51.90,1468.20,15.22,0.50,10.90,70.13,773.163,67.6704,84.6645,2395.81,1.91492,728.519,61.1115,78.9742,10684.25,15.2604,0.94226,0.90308,0.93279,75.85,-23.950,23.950,False,304.663,-0.003
T15,12,20,821.6,6.9,6.9,10.8,29.8,0.29,61.24,61.13,309.11,53.75,1457.16,15.22,0.50,10.90,69.08,762.148,65.9684,83.1996,2420.01,1.91881,716.537,59.4946,77.5519,10959.92,15.4123,0.94016,0.90187,0.93212,75.85,-22.100,22.100,False,309.118,-0.008
T15,13,20,821.6,6.9,6.9,10.8,29.8,0.29,63.40,63.29,313.55,55.57,1394.49,15.22,0.50,10.90,63.27,751.142,64.3244,81.7769,2444.08,1.92247,702.742,57.7009,75.9638,11240.04,15.0061,0.93557,0.89703,0.92892,75.85,-20.280,20.280,False,313.544,0.006
T15,14,20,821.6,6.9,6.9,10.8,29.8,0.29,65.66,65.55,318.00,57.39,1317.79,15.22,0.50,10.90,56.50,739.971,62.7109,80.3732,2468.13,1.92575,688.141,55.8777,74.3371,11529.22,14.4284,0.92996,0.89104,0.92490,75.85,-18.460,18.460,False,318.014,-0.014
T15,15,20,821.6,6.9,6.9,10.8,29.8,0.29,67.28,67.17,322.45,59.18,1347.11,15.22,0.50,10.90,59.04,728.833,61.1546,79.0119,2491.41,1.92833,677.591,54.6064,73.1942,11822.63,15.0035,0.92969,0.89292,0.92637,75.85,-16.670,16.670,False,322.453,-0.003
T15,16,20,821.6,6.9,6.9,10.8,29.8,0.29,69.44,69.32,326.90,60.96,1286.21,15.22,0.50,10.90,53.83,717.616,59.6378,77.6782,2513.83,1.93000,663.515,52.9674,71.7086,12123.32,14.5712,0.92461,0.88815,0.92315,75.85,-14.890,14.890,False,326.908,-0.008
T15,17,20,821.6,6.9,6.9,10.8,29.8,0.29,72.22,72.11,331.35,62.72,1146.62,15.22,0.50,10.90,42.79,706.399,58.1695,76.3798,2534.88,1.93052,645.187,50.9273,69.8366,12429.33,13.2106,0.91335,0.87550,0.91433,75.85,-13.130,13.130,False,331.351,-0.001
T15,18,20,821.6,6.9,6.9,10.8,29.8,0.29,72.79,72.68,335.80,64.47,1310.40,15.22,0.50,10.90,55.87,695.138,56.7420,75.1099,2554.33,1.92967,641.443,50.5231,69.4621,12742.03,15.3529,0.92276,0.89040,0.92481,75.85,-11.380,11.380,False,335.804,-0.004
T15,19,20,821.6,6.9,6.9,10.8,29.8,0.29,75.06,74.95,340.24,66.20,1230.82,15.22,0.50,10.90,49.29,683.915,55.3640,73.8762,2571.75,1.92731,626.561,48.9576,67.9985,13059.18,14.6613,0.91614,0.88429,0.92044,75.85,-9.650,9.650,False,340.239,0.001
T15,20,20,821.6,6.9,6.9,10.8,29.8,0.29,77.70,77.59,344.69,67.93,1113.38,15.22,0.50,10.90,40.34,672.624,54.0206,72.6649,2587.04,1.92326,609.379,47.2289,66.3532,13383.93,13.4835,0.90597,0.87428,0.91314,75.85,-7.920,7.920,False,344.701,-0.011
T16,1,25,717.3,6.3,6.0,8.5,20.0,0.22,28.32,28.23,237.75,22.75,1558.40,12.08,0.50,10.42,99.54,952.071,106.9328,115.7704,1983.14,1.83175,929.738,100.4128,111.1312,5903.00,11.8458,0.97654,0.93903,0.95993,82.59,-59.840,59.840,False,237.754,-0.004
T16,2,25,717.3,6.3,6.0,8.5,20.0,0.22,31.29,31.20,242.01,24.89,1353.47,12.08,0.50,10.42,75.09,943.426,104.3304,113.9439,1992.18,1.82410,917.359,97.0687,108.6696,6050.24,10.4530,0.97237,0.93040,0.95371,82.59,-57.700,57.700,False,242.007,0.003
T16,3,25,717.3,6.3,6.0,8.5,20.0,0.22,35.07,34.98,246.26,27.02,1072.56,12.08,0.50,10.42,47.16,934.725,101.8123,112.1448,2001.56,1.81715,901.314,92.9897,105.5917,6199.88,8.4164,0.96426,0.91334,0.94157,82.59,-55.570,55.570,False,246.261,-0.001
T16,4,25,717.3,6.3,6.0,8.5,20.0,0.22,38.01,37.93,250.51,29.14,972.00,12.08,0.50,10.42,38.74,925.966,99.3747,110.3729,2011.28,1.81086,888.560,89.9358,103.2333,6351.96,7.7497,0.95960,0.90502,0.93531,82.59,-53.450,53.450,False,250.514,-0.004
T16,5,25,717.3,6.3,6.0,8.5,20.0,0.22,40.77,40.68,254.76,31.25,905.43,12.08,0.50,10.42,33.62,917.149,97.0135,108.6285,2021.32,1.80519,876.483,87.1851,101.0703,6506.56,7.3349,0.95566,0.89869,0.93042,82.59,-51.340,51.340,False,254.768,-0.008
T16,6,25,717.3,6.3,6.0,8.5,20.0,0.22,43.29,43.21,259.02,33.35,866.43,12.08,0.50,10.42,30.78,908.274,94.7251,106.9113,2031.65,1.80007,865.210,84.7326,99.1112,6663.74,7.1317,0.95259,0.89451,0.92704,82.59,-49.240,49.240,False,259.024,-0.004
T16,7,25,717.3,6.3,6.0,8.5,20.0,0.22,45.87,45.78,263.27,35.43,825.84,12.08,0.50,10.42,27.97,899.382,92.5167,105.2294,2042.17,1.79546,853.600,82.3148,97.1524,6822.81,6.9062,0.94910,0.88973,0.92324,82.59,-47.160,47.160,False,263.261,0.009
T16,8,25,717.3,6.3,6.0,8.5,20.0,0.22,48.07,47.98,267.52,37.51,816.13,12.08,0.50,10.42,27.32,890.389,90.3639,103.5667,2052.94,1.79123,843.535,80.3018,95.5013,6985.35,6.9346,0.94738,0.88865,0.92212,82.59,-45.080,45.080,False,267.520,0.000
T16,9,25,717.3,6.3,6.0,8.5,20.0,0.22,50.25,50.16,271.78,39.58,806.79,12.08,0.50,10.42,26.70,881.335,88.2745,101.9314,2063.85,1.78734,833.447,78.3570,93.8892,7150.69,6.9652,0.94566,0.88765,0.92110,82.59,-43.010,43.010,False,271.780,-0.000
T16,10,25,717.3,6.3,6.0,8.5,20.0,0.22,52.61,52.52,276.03,41.63,784.49,12.08,0.50,10.42,25.24,872.268,86.2556,100.3312,2074.80,1.78373,822.400,76.3060,92.1716,7318.06,6.8807,0.94283,0.88465,0.91867,82.59,-40.960,40.960,False,276.023,0.007
T16,11,25,717.3,6.3,6.0,8.5,20.0,0.22,55.53,55.44,280.28,43.68,725.98,12.08,0.50,10.42,21.62,863.099,84.2850,98.7506,2085.86,1.78031,808.554,73.8441,90.0875,7489.16,6.4695,0.93680,0.87612,0.91227,82.59,-38.910,38.910,False,280.287,-0.007
T16,12,25,717.3,6.3,6.0,8.5,20.0,0.22,57.92,57.83,284.53,45.71,704.68,12.08,0.50,10.42,20.37,853.919,82.3797,97.2053,2096.91,1.77709,797.078,71.8897,88.4162,7662.37,6.3795,0.93344,0.87266,0.90958,82.59,-36.880,36.880,False,284.533,-0.003
T16,13,25,717.3,6.3,6.0,8.5,20.0,0.22,60.17,60.08,288.79,47.73,691.57,12.08,0.50,10.42,19.62,844.685,80.5280,95.6877,2107.99,1.77402,786.163,70.0985,86.8720,7838.57,6.3601,0.93072,0.87049,0.90787,82.59,-34.860,34.860,False,288.780,0.010
T16,14,25,717.3,6.3,6.0,8.5,20.0,0.22,63.03,62.94,293.04,49.75,647.40,12.08,0.50,10.42,17.20,835.353,78.7191,94.1905,2119.17,1.77108,772.140,67.8886,84.9506,8018.69,6.0485,0.92433,0.86242,0.90190,82.59,-32.840,32.840,False,293.049,-0.009
T16,15,25,717.3,6.3,6.0,8.5,20.0,0.22,64.83,64.74,297.29,51.75,657.23,12.08,0.50,10.42,17.72,826.019,76.9691,92.7288,2130.34,1.76827,763.235,66.5357,83.7657,8201.01,6.2371,0.92399,0.86445,0.90334,82.59,-30.840,30.840,False,297.298,-0.008
T16,16,25,717.3,6.3,6.0,8.5,20.0,0.22,66.69,66.61,301.55,53.74,663.80,12.08,0.50,10.42,18.08,816.639,75.2673,91.2953,2141.55,1.76558,753.926,65.1610,82.5551,8386.43,6.3984,0.92321,0.86573,0.90426,82.59,-28.850,28.850,False,301.549,0.001
T16,17,25,717.3,6.3,6.0,8.5,20.0,0.22,68.84,68.75,305.80,55.72,655.40,12.08,0.50,10.42,17.63,807.216,73.6123,89.8901,2152.80,1.76296,743.207,63.6262,81.1954,8574.98,6.4162,0.92070,0.86434,0.90327,82.59,-26.870,26.870,False,305.800,-0.000
T16,18,25,717.3,6.3,6.0,8.5,20.0,0.22,70.49,70.40,310.05,57.69,671.93,12.08,0.50,10.42,18.52,797.754,72.0027,88.5133,2164.04,1.76037,734.901,62.4710,80.1661,8766.67,6.6803,0.92121,0.86762,0.90570,82.59,-24.900,24.900,False,310.052,-0.002
T16,19,25,717.3,6.3,6.0,8.5,20.0,0.22,72.87,72.78,314.30,59.65,650.50,12.08,0.50,10.42,17.36,788.257,70.4372,87.1649,2175.20,1.75776,722.871,60.8481,78.7113,8961.51,6.5673,0.91705,0.86386,0.90302,82.59,-22.940,22.940,False,314.305,-0.005
T16,20,25,717.3,6.3,6.0,8.5,20.0,0.22,75.53,75.44,318.56,61.60,617.02,12.08,0.50,10.42,15.62,778.730,68.9148,85.8450,2186.20,1.75505,709.378,59.0955,77.1281,9159.49,6.3251,0.91094,0.85752,0.89846,82.59,-20.990,20.990,False,318.557,0.003
T17,1,25,717.3,8.6,8.4,16.6,20.2,0.24,34.83,34.66,241.02,24.40,1599.77,23.22,0.50,19.50,54.60,945.414,104.9197,114.3605,1990.08,1.82579,902.686,93.3277,105.8498,6016.26,12.3102,0.95480,0.88952,0.92558,82.59,-58.190,58.190,False,241.032,-0.012
T17,2,25,717.3,8.6,8.4,16.6,20.2,0.24,40.05,39.88,248.99,28.38,1427.45,23.22,0.50,19.50,43.48,929.117,100.2409,111.0059,2007.75,1.81304,880.015,87.9760,101.6960,6297.07,11.3161,0.94715,0.87765,0.91613,82.59,-54.210,54.210,False,248.987,0.003
T17,3,25,717.3,8.6,8.4,16.6,20.2,0.24,47.37,47.20,256.95,32.33,1104.09,23.22,0.50,19.50,26.03,912.597,95.8291,107.7429,2026.59,1.80250,847.117,81.0097,96.0839,6586.98,9.0178,0.92825,0.84536,0.89179,82.59,-50.260,50.260,False,256.954,-0.004
T17,4,25,717.3,8.6,8.4,16.6,20.2,0.24,51.36,51.19,264.91,36.24,1098.54,23.22,0.50,19.50,25.77,895.892,91.6719,104.5796,2046.34,1.79377,828.642,77.4550,93.1360,6885.69,9.2438,0.92494,0.84492,0.89057,82.59,-46.350,46.350,False,264.917,-0.007
T17,5,25,717.3,8.6,8.4,16.6,20.2,0.24,56.14,55.97,272.87,40.11,1035.28,23.22,0.50,19.50,22.89,879.001,87.7478,101.5158,2066.67,1.78638,806.020,73.4060,89.7142,7193.61,8.9744,0.91697,0.83656,0.88375,82.59,-42.480,42.480,False,272.875,-0.005
T17,6,25,717.3,8.6,8.4,16.6,20.2,0.24,60.74,60.57,280.84,43.94,987.83,23.22,0.50,19.50,20.85,861.929,84.0385,98.5516,2087.27,1.77989,783.772,69.7146,86.5394,7511.13,8.8207,0.90932,0.82956,0.87811,82.59,-38.650,38.650,False,280.830,0.010
T17,7,25,717.3,8.6,8.4,16.6,20.2,0.24,65.62,65.45,288.80,47.74,927.28,23.22,0.50,19.50,18.37,844.639,80.5189,95.6802,2108.04,1.77401,759.707,66.0100,83.3036,7839.45,8.5285,0.89945,0.81981,0.87065,82.59,-34.850,34.850,False,288.801,-0.001
T17,8,25,717.3,8.6,8.4,16.6,20.2,0.24,69.53,69.36,296.76,51.50,919.50,23.22,0.50,19.50,18.07,827.191,77.1856,92.9104,2128.93,1.76862,740.140,63.1963,80.8129,8178.00,8.7090,0.89476,0.81876,0.86979,82.59,-31.090,31.090,False,296.766,-0.006
T17,9,25,717.3,8.6,8.4,16.6,20.2,0.24,73.68,73.51,304.73,55.22,897.84,23.22,0.50,19.50,17.23,809.604,74.0267,90.2429,2149.95,1.76362,719.172,60.3606,78.2723,8526.98,8.7552,0.88830,0.81539,0.86735,82.59,-27.370,27.370,False,304.725,0.005
T17,10,25,717.3,8.6,8.4,16.6,20.2,0.24,77.60,77.43,312.69,58.91,886.70,23.22,0.50,19.50,16.81,791.852,71.0241,87.6714,2170.99,1.75876,699.270,57.8274,75.9738,8887.46,8.9002,0.88308,0.81419,0.86657,82.59,-23.680,23.680,False,312.697,-0.007
T17,11,25,717.3,8.6,8.4,16.6,20.2,0.24,82.84,82.67,320.65,62.56,816.52,23.22,0.50,19.50,14.26,774.012,68.1780,85.2032,2191.55,1.75364,672.708,54.6673,73.0612,9258.47,8.4332,0.86912,0.80183,0.85749,82.59,-20.030,20.030,False,320.659,-0.009
T17,12,25,717.3,8.6,8.4,16.6,20.2,0.24,87.02,86.85,328.61,66.17,794.10,23.22,0.50,19.50,13.49,756.121,65.4816,82.8381,2210.88,1.74765,651.721,52.3363,70.8735,9639.72,8.4358,0.86193,0.79925,0.85557,82.59,-16.420,16.420,False,328.605,0.005
T17,13,25,717.3,8.6,8.4,16.6,20.2,0.24,92.83,92.66,336.58,69.76,717.02,23.22,0.50,19.50,11.01,738.126,62.9162,80.5633,2228.16,1.74009,623.131,49.3797,68.0367,10032.78,7.8321,0.84421,0.78485,0.84451,82.59,-12.830,12.830,False,336.574,0.006
T17,14,25,717.3,8.6,8.4,16.6,20.2,0.24,96.76,96.59,344.54,73.32,705.68,23.22,0.50,19.50,10.66,720.135,60.4870,78.3863,2242.33,1.73030,604.330,47.5657,66.2524,10435.69,7.9223,0.83919,0.78638,0.84520,82.59,-9.270,9.270,False,344.533,0.007
T17,15,25,717.3,8.6,8.4,16.6,20.2,0.24,99.84,99.67,352.50,76.87,720.11,23.22,0.50,19.50,11.10,702.115,58.1805,76.2960,2252.57,1.71773,589.970,46.2468,64.9289,10849.41,8.3058,0.84028,0.79488,0.85101,82.59,-5.720,5.720,False,352.513,-0.013
T17,16,25,717.3,8.6,8.4,16.6,20.2,0.24,104.77,104.60,360.46,80.40,678.53,23.22,0.50,19.50,9.86,684.194,56.0040,74.3000,2258.18,1.70211,567.770,44.3177,62.9447,11271.04,8.0364,0.82984,0.79133,0.84717,82.59,-2.190,2.190,True,360.475,-0.015
T17,17,25,717.3,8.6,8.4,16.6,20.2,0.24,108.45,108.28,368.43,83.92,673.99,23.22,0.50,19.50,9.73,666.406,53.9524,72.3942,2258.81,1.68339,551.887,43.0176,61.5684,11699.65,8.1928,0.82815,0.79732,0.85046,82.59,1.330,1.330,True,368.427,0.003
T17,18,25,717.3,8.6,8.4,16.6,20.2,0.24,111.91,111.74,376.39,87.45,675.89,23.22,0.50,19.50,9.78,648.733,52.0157,70.5695,2254.33,1.66163,537.524,41.8983,60.3533,12135.26,8.4283,0.82858,0.80549,0.85523,82.59,4.860,4.860,True,376.394,-0.004
T17,19,25,717.3,8.6,8.4,16.6,20.2,0.24,117.08,116.91,384.35,90.99,633.60,23.22,0.50,19.50,8.60,631.262,50.1958,68.8277,2244.79,1.63712,517.131,40.3998,58.6746,12575.24,8.1009,0.81920,0.80484,0.85249,82.59,8.400,8.400,False,384.359,-0.009
T17,20,25,717.3,8.6,8.4,16.6,20.2,0.24,120.65,120.48,392.32,94.55,633.20,23.22,0.50,19.50,8.59,614.027,48.4888,67.1651,2230.37,1.61018,503.806,39.4778,57.6073,13017.95,8.2962,0.82049,0.81416,0.85770,82.59,11.960,11.960,False,392.326,-0.006
T18,1,25,994.2,8.6,8.5,16.6,20.1,0.41,28.16,27.99,238.10,22.93,3282.29,23.50,0.50,14.24,226.97,951.348,106.7110,115.6160,1983.88,1.83108,930.729,100.6887,111.3317,8198.74,24.9828,0.97833,0.94356,0.96294,82.59,-59.660,59.660,False,238.111,-0.011
T18,2,25,994.2,8.6,8.5,16.6,20.1,0.41,31.42,31.25,243.92,25.85,3076.29,23.50,0.50,14.24,199.38,939.516,103.1868,113.1307,1996.36,1.82089,917.149,97.0135,108.6285,8478.76,23.9293,0.97619,0.94017,0.96020,82.59,-56.740,56.740,False,243.922,-0.002
T18,3,25,994.2,8.6,8.5,16.6,20.1,0.41,36.69,36.52,249.73,28.75,2138.15,23.50,0.50,14.24,96.34,927.585,99.8181,110.6975,2009.46,1.81197,894.682,91.3818,104.3557,8764.90,16.9974,0.96453,0.91548,0.94271,82.59,-53.840,53.840,False,249.730,-0.000
T18,4,25,994.2,8.6,8.5,16.6,20.1,0.41,39.76,39.59,255.54,31.63,2087.85,23.50,0.50,14.24,91.86,915.551,96.5949,108.3163,2023.16,1.80423,881.291,88.2646,101.9235,9057.37,16.9624,0.96258,0.91376,0.94098,82.59,-50.960,50.960,False,255.537,0.003
T18,5,25,994.2,8.6,8.5,16.6,20.1,0.41,42.19,42.02,261.36,34.50,2209.25,23.50,0.50,14.24,102.85,903.370,93.4971,105.9791,2037.43,1.79747,870.531,85.8770,100.0289,9357.46,18.3446,0.96365,0.91850,0.94386,82.59,-48.090,48.090,False,261.364,-0.004
T18,6,25,994.2,8.6,8.5,16.6,20.1,0.41,45.06,44.89,267.17,37.34,2201.05,23.50,0.50,14.24,102.09,891.127,90.5378,103.7019,2052.06,1.79157,857.639,83.1439,97.8271,9663.32,18.6778,0.96242,0.91833,0.94335,82.59,-45.250,45.250,False,267.171,-0.001
T18,7,25,994.2,8.6,8.5,16.6,20.1,0.41,47.37,47.20,272.98,40.16,2360.63,23.50,0.50,14.24,117.42,878.780,87.6983,101.4767,2066.94,1.78629,847.117,81.0097,96.0839,9976.20,20.4713,0.96397,0.92373,0.94686,82.59,-42.430,42.430,False,272.978,0.002
T18,8,25,994.2,8.6,8.5,16.6,20.1,0.41,50.35,50.18,278.80,42.96,2303.65,23.50,0.50,14.24,111.83,866.331,84.9717,99.3035,2081.97,1.78149,833.354,78.3394,93.8745,10296.32,20.4143,0.96194,0.92195,0.94533,82.59,-39.630,39.630,False,278.787,0.013
T18,9,25,994.2,8.6,8.5,16.6,20.1,0.41,52.64,52.47,284.61,45.75,2472.40,23.50,0.50,14.24,128.80,853.737,82.3426,97.1751,2097.13,1.77703,822.636,76.3488,92.2077,10625.06,22.3896,0.96357,0.92721,0.94888,82.59,-36.840,36.840,False,284.617,-0.007
